!Type:Bank,,,,,,,,
D,31/03/2017,M,DEPOSIT ONLINE 2964916 TFR Assets:Westpac Choice,T,2100,L,Assets:Westpac Choice,^
D,31/03/2017,M,GROSS INT          26.71 TAX 49.00%         12.00 NET INTEREST,T,0.01,L,Income:Bank Interest,^
D,27/03/2017,M,WITHDRAWAL MOBILE 1626858 TFR Westpac Cho,T,-100,L,Assets:Westpac Choice,^
D,27/03/2017,M,WITHDRAWAL MOBILE 1552019 TFR Westpac Cho,T,-100,L,Assets:Westpac Choice,^
D,27/03/2017,M,WITHDRAWAL MOBILE 1517871 TFR Westpac Cho,T,-1300,L,Assets:Westpac Choice,^
D,22/03/2017,M,DEPOSIT HIDDEN 7E1G7985405093440S,T,430.98,L,Income:Hidden,^
